,publication_date,num_pages,price,الادارة والاعمال,الادب والشعر,التاريخ والجغرافيا,التراجم والسير,التقنية والكمبيوتر,الخيال العلمي,العلوم الاجتماعية والسياسية,العلوم والرياضيات,القانون,القصة والرواية,الكتب الطبية,تطوير الذات,دراسات اسلامية,وصل حديثاً,cover_غلاف مقوى,cover_غلاف مقوى فني,cover_غلاف ورقي,cover_كتاب الكتروني,Language_انجليزي,Language_عربي,Cluster,image_urls,title,author
1812,2012,367,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/9/399107.jpeg",Urinary System in Clinical Biochemistry for Medicine and Applied Medical Students 1st Edition,‎Ayman Naitah‎
1813,2004,241,29.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/325150.jpg",Learning Mathematics,‎Anthony Orton‎
1814,2011,436,368.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/d/9/c/d/d9cdf9f726d12bcb37d735ee3d7798e1bf85b67e_9783843388481.jpg",Time-Delay Systems,"Keller, Andr a."
1815,2015,367,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489229.jpg",Clncl Methods In Ob & Gyn,‎Manju Puri‎
1816,2022,336,69.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/4/b/2/f/4b2f838b3a58cda293ed9d97017ed75b186232c2_609121.jpg",Windows ‎365‎ For Dummies,‎Rosemarie Withee‎
1817,2022,432,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/3/4/5/1/3451fce0642a4cd016e7a3b3f2a67c7f9208c2c0_585152.jpg",Microsoft Office ‎2021‎ for Macs,‎Bob Levitus‎
1818,2013,112,229.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/0/e/7/10e71378118b1471ac8254df5951b22697c3176d_9783659324611.jpg",Performance Measurement and Evaluation,Amirteimoori a. R.
1819,2015,308,29.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488032.jpg",Manual of Dermatological Differential Diagnosis,‎Debabrata Bandyopadhyay‎
1820,2023,290,81.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/a/4/0/6/a406844f8b694b4e25e5c2889f12ff0e2d5f5a9e_450354.jpg",‎المنافسة في المملكة العربية السعودية الاحكام والمبادىء‎,‎محمد براك الفوزان‎
1821,2010,172,317.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/3/2/1/0321b5518e26aeb49e1bb31899ae8340b80e0706_9783838353159.jpg",Portfolio Optimization,"Naryshkin, Roman"
1822,2020,283,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/c/1/6/ec16abb2bee5d28a33a2a1a0c97f23031a5b3117_590991.jpg",‎النزعة الارسطية‎,‎شيرين كمال محمد‎
1823,2017,228,95.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495322.jpg",The Rules of People,‎Richard Templar‎
1824,1994,224,109.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/1/3/136499.jpg",My Kenya Days,‎Wilfred Thesiger‎
1825,2016,110,28.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/473746.jpg",‎موسوعة المكان الجزء الاول نصوص المكان في الفلسفة اليونانية‎,‎حسن مجيد العبيدي‎
1826,2017,272,139.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495207.jpg",Oracle Mobile Cloud,‎John Ray Thomas‎
1827,2020,256,19.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/4/546814.jpg",Why Social Media is Ruining Your Life,‎Katherine Ormerod‎
1828,2019,60,186.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/e/c/e/fecebe0875b8e3267002ce2915b43d2d27c74249_9786200091772.jpg",Basic Number Theory,"Chakraborty, Bikash"
1829,2001,124,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/508158.jpg",A Selection of The Hadiths of The Prophet,‎Muhammad Ghali‎
1830,2007,58,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/309489.jpg",Ez Computer Science 6,‎Kannan Jayaramakrishnan‎
1831,2017,104,17.52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477648.jpg",‎عين سحرية‎,‎مي التلمساني‎
1832,2009,304,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/351908.jpg",I Know Why the Caged Bird Sings,‎Maya Angelou‎
1833,2012,517,149.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/9/397708.jpeg",‎أطلس تاريخ الدولة العباسية‎,‎سامي عبدالله أحمد المغلوث‎
1834,2011,355,16.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/392855.jpg",Tongues of Serpents,‎Naomi Novik‎
1835,2024,344,69.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/6/0/6/060697a206f132a66f3d23d4df0298cd6fca6c6a_644724.jpg",‎جن بن فرهاد‎,‎مبارك العريفان‎
1836,2017,160,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/500526.jpg",Acid-base,‎Richard Peterson‎
1837,2016,100,49.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/500089.jpg",Health Care Provider CPR,‎Stephen Rahm‎
1838,2017,960,129.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501765.jpg",Java,‎Doug Lowe‎
1839,2015,367,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489042.jpg",Crowns in Pediatric Dentistry,‎Prashant Babaji‎
1840,2019,411,59.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/522452.jpg",‎الدفتر الاسود‎,‎ ديفيد اليس ‎/‎ جيمس باترسون‎
1841,2011,270,518.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/f/9/4/4f94ac675427e5f8e8e89b41c50caf6814d831c9_9783642762468.jpg",Finite Dimensional Algebras,"Dlab, V."
1842,2021,264,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/a/c/b/e/acbef608dd9b689d878442c3bcf3fcf1d03ea49f_621479.jpg",‎الخزف الاسلامي‎,‎عبدالناصر ياسين‎
1843,2016,278,54.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/b/5/6/0b5676fc630708d7f054beff26281c95df3f383c_JRB5000000551.jpg",قاعدة الثلاث دقائق,برانت بنفيديك
1844,2017,256,209.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,20,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/498771.jpg",DH Notes,‎Renee Prajer‎
1845,2023,672,289.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/9/f/e/b/9febcdc252ba2e2f26650e2576b8f8c70d323a17_624542.jpg",Current Cardiology ‎6‎Ed,‎Crawford‎
1846,2018,300,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504370.jpg",‎سؤال الاختلاف الفلسفي‎,‎غيضان السيد علي‎
1847,2020,352,75.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/554480.jpg",‎مصادر الالتزام في ضوء الفقه الاسلامي والقانون المدني‎,‎حسيني ابراهيم أحمد ابراهيم‎
1848,2021,158,69.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/4/6/7/8/4678d2260bb117ae443f8219f47b1da8d73eae83_594237.jpg",‎العراق القديم في ضوء نظرية صدام الحضارات‎,‎محمد فهد القيسي‎
1849,1994,192,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/3/1/7/e/317ef6ea6e4eb6207329d733976daf5d141580ab_619927.jpg",Girl,‎Susanna Kaysen‎
1850,2008,291,29.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/2/324041.jpg",News of A Kidnapping,‎Gabriel Garcia Marquez‎
1851,2016,448,299.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/468763.jpg",The Art of Public Speaking,‎Stephen Lucas‎
1852,2018,256,38.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504897.jpg",‎الجريمة الالكترونية دراسة مقارنة‎,‎غنية باطلي‎
1853,2016,367,92.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/8/8/e/f88e532fff5d72e016e2c294bd452bac5cf0ebb5_574191.jpg",‎الفلسفة السياسية السؤال الفلسفي حول سبل العيش الفاضل‎,‎مسلم حسن محمد‎
1854,2011,192,19.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/4/d/f/d/4dfd2716a136a1db6909fb5bef0c4bfbb4cd95ed_475439.jpg",The Essential Phone Interview Handbook,‎Paul Bailo‎
1855,2020,336,39.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/555076.jpg",Lady in Waiting - My Extraordinary Life in The Shadow of The Crown,‎Anne Glenconner‎
1856,2018,286,58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/1/6/e/6/16e63662ef8120e0731c891762416e01491d87d9_590982.jpg",‎أثر الافلاطونية المحدثة في اللاهوت اليهودي‎,‎شيرين كمال محمد‎
1857,2022,304,149.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/f/3/c/ff3c94414cfbbcdf9479d36e3f9116251346a318_597138.jpg",A Brief History of Equality,‎Thomas Pikettty‎
1858,2019,176,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/4/541977.jpg",‎السر في تداول النجاح‎,‎محمد عبدالرحمن اليحيى‎
1859,2024,304,56.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/a/e/a/faea07adf53109d75f9941ecbb8fee65e2dbbffd_642101.jpg",‎حيث مولد الشمس سيرة أخرى لحسين الشادلي‎,‎الحبيب السائح‎
1860,2020,256,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/4/546865.jpg",Janey The Vet - Saving Sri Lanka's Street Dogs,‎Janey Lowes‎
1861,2020,191,58.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/551276.jpg",‎التابلاين ودوره التنموي في منطقة الحدود الشمالية‎,‎مطر العنزي ‎/‎ ماجد المطلق‎
1862,2011,192,317.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/b/b/f/bbbf72782890f1401dec5c2f4b6de5fa783a9b1f_9783844315448.jpg",Differential Geometry,"Khalifa Saad, Mohamed"
1863,2020,268,69.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/4/547056.jpg",Camel Crazy - A Quest for Healing in The Secret World of Camels,‎Christina Adams‎
1864,2018,367,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/0/405287.jpg",Hepatic System,‎Ayman Naitah‎
1865,2020,272,99.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/561845.jpg",A Life on Our Planet - My Witness Statement and a Vision for The Future,‎David Attenborough‎
1866,2024,603,87.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/9/6/3/b/963bee61bda0529dd91ae776acbcdf800bf51267_645133.jpg",‎المنزل ذو الباب الذهبي‎,‎ايلودي هاربر‎
1867,2024,245,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/9/b/7/f/9b7f7b3ff5146d7389e96a479965172617622be1_594352.jpg",‎البيتكوين العملة المشفرة سلسلة كتل البيانات‎,‎سيسيل سي جيه جون‎
1868,2018,240,92.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/507608.jpg",‎الوسيط في قانون التحكيم السعودي دراسة لنظام التحكيم الجديد‎,‎فيصل منصور الفاضل‎
1869,2015,233,54.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/448349.jpg",‎اعصار بالتيمور‎,‎حسين عبدالرسول سبيتي‎
1870,2009,281,53.66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/509426.jpg",True Crime: Classic,‎Tim Hill‎
1871,2013,584,39.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/6/d/7/e6d7524aa72261ea6f8a96833997a7fa8cd908f2_573082.jpg",All Things Wise and Wonderful - The Classic Memoirs of a Yor kshire Country Vet,‎James Herriot‎
1872,2015,390,39.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/508388.jpg",Textbook of Animal Behaviour,‎Fatik Baran Mandal‎
1873,2023,416,69.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/c/c/d/7/ccd7c7164728a061414570613e78ce9d152aa178_628370.jpg",Worthy,‎Jada Pinkett Smith‎
1874,2015,367,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489405.jpg",Srbs Clncl Methods In Surgery 2E,‎Sriram Bhat M.‎
1875,2014,400,55.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/3/439382.jpg",The Hobbit,‎J. R. R. Tolkien‎
1876,2003,1264,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/3/432913.jpg",The Wealth of Nations (Bantam Classics),‎Adam Smith‎
1877,2015,288,40.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/448622.jpg",New Muslim Guide (Turkish),‎Fahad Salem Bahammam‎
1878,2012,272,46.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/9/397011.jpeg",‎تاريخ اليمامة في صدر الاسلام‎,‎عبدالله ابراهيم العسكر‎
1879,2010,240,5.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/7/373036.jpg",The iPad Pocket Guide,‎Jeff Carlson‎
1880,2022,336,69.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/a/d/0/6ad0ccca905a3538ded4190055eb5d7bd7902683_600602.jpg",Fuzz: When Nature Breaks the Law,‎Mary Roach‎
1881,2012,416,39.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/421002.jpg",Science in Seconds,‎Hazel Muir‎
1882,2016,496,275.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/500045.jpg",Disease Management,‎Michael Randall‎
1883,2019,320,135.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/531625.jpg",Functional Programming,‎John Paul Mueller‎
1884,1978,224,471.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/5/5/a/d/55adffbb5ba2f5a39426c04d80d8e5da12ed2a2d_9783211813768.jpg",Structural Optimization,"Brousse, P."
1885,2017,304,29.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/486294.jpg",The Dark Tower,‎Stephen King‎
1886,2014,96,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/453441.jpg",Tolerance in Islam,‎Abdullah Al Luhaidan‎
