title,brand,author,cover,publication_date,category,reviews,num_pages,price,img_url,Language,url
Not found,Not found,Not found,Not found,Not found,العلوم والرياضيات,Not found,Not found,Not found,Not found,انجليزي,
Lebesgue and Sobolev Spaces with Variable Exponents,Springer,"Diening, Lars",غلاف ورقي,2011,العلوم والرياضيات,Not found,528 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/2/5/8/6/2586b3fc3d24cf4ceee7076a236dddc2c6e7df60_9783642183621.jpg",انجليزي,
Boundary Element Methods,Springer,"Sauter, Stefan A.",غلاف ورقي,2013,العلوم والرياضيات,Not found,580 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/8/c/0/0/8c00689664bcda614fc0ca487f6a3f9c9007a4f2_9783642265747.jpg",انجليزي,
Stochastic Stability of Differential Equations,Springer,"Khasminskii, Rafail",غلاف ورقي,2013,العلوم والرياضيات,Not found,360 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/8/e/1/e8e1fb208b67e430e4e49eed6e1c90f405528e26_9783642270284.jpg",انجليزي,
Poisson Structures,Springer,"Laurent-Gengoux, Camille",غلاف ورقي,2014,العلوم والرياضيات,Not found,488 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/c/7/4/a/c74a869d42c895d59b5658f07266f67a887bb272_9783642432835.jpg",انجليزي,
Applied Statistics Using SPSS,Springer,"Marques de Sá, Joaquim P.",غلاف ورقي,2014,العلوم والرياضيات,Not found,536 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/5/e/9/45e985f1389e000d0eee13f8962591b8ee8224b6_9783642437441.jpg",انجليزي,
Geometric Inequalities,Springer,"Burago, Yurii D.",غلاف ورقي,2010,العلوم والرياضيات,Not found,352 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/9/0/f/e/90fe8ef3ce5499714f7787c853ef866e23d29c4e_9783642057243.jpg",انجليزي,
Finite Element Methods and Their Applications,Springer,"Chen, Zhangxin",غلاف ورقي,2010,العلوم والرياضيات,Not found,426 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/d/3/1/0d3135f993dc1d0334debc603ab35d7afb8bc394_9783642063213.jpg",انجليزي,
Valued Fields,Springer,"Engler, Antonio J.",غلاف ورقي,2010,العلوم والرياضيات,Not found,216 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/8/d/5/78d5db264dd25061fae8dd94a5a51297932b6945_9783642063459.jpg",انجليزي,
Arithmetical Functions,Springer,"Chandrasekharan, Komaravolu",غلاف ورقي,2012,العلوم والرياضيات,Not found,252 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/d/b/8/bdb8f88e688441ebca938cfd761ad99b576f0af8_9783642500282.jpg",انجليزي,
Indefinite Inner Product Spaces,Springer,"Bognar, J.",غلاف ورقي,2011,العلوم والرياضيات,Not found,240 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/a/f/c/7afc4fa32d794d09062637dcde541faa4eb57cee_9783642655692.jpg",انجليزي,
Invariant Subspaces,Springer,"Radjavi, Heydar",غلاف ورقي,2011,العلوم والرياضيات,Not found,240 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/b/f/a/1bfa07a49b9b159978849d5798d46f48e7c598b5_9783642655760.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,العلوم والرياضيات,Not found,Not found,Not found,Not found,انجليزي,
Linear Partial Differential Operators,Springer,"Hormander, Lars",غلاف ورقي,1969,العلوم والرياضيات,Not found,304 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/4/1/5/f4154057d0eb1c50acd11f518db58a0a5f81ac54_9783662306536.jpg",انجليزي,
Optimal Transport : Old and New,Springer,"Villani, Cédric",غلاف ورقي,2016,العلوم والرياضيات,Not found,1000 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/d/f/e/6/dfe605ce93aafdf67a42c8b118171e5d4c4ad8fa_9783662501801.jpg",انجليزي,
Symmetric Bilinear Forms,Springer,"Milnor, John",غلاف ورقي,2014,العلوم والرياضيات,Not found,160 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/0/3/1/1031db5c1dc13e35683ccdb409b8f7bc4b2f2182_9783642883323.jpg",انجليزي,
Banach Lattices,Springer,"Meyer-Nieberg, Peter",غلاف ورقي,1991,العلوم والرياضيات,Not found,416 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/a/8/c/ea8cc158c833039ea1a73ab040744c717c834149_9783540542018.jpg",انجليزي,
Complex Manifolds,Springer,"Bell, Steven",غلاف ورقي,1997,العلوم والرياضيات,Not found,320 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/8/f/6/7/8f67aa15ce72c2e29b7d4f22dc8a5c61d57a8b50_9783540629955.jpg",انجليزي,
Cohomology of Sheaves,Springer,"Iversen, Birger",غلاف ورقي,1986,العلوم والرياضيات,Not found,480 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/b/1/b/0b1b38d3dfcdf09c82582222c8e758a80fe563d2_9783540163893.jpg",انجليزي,
First Course on Fuzzy Theory and Applications,Springer,"Lee, Kwang Hyung",غلاف ورقي,2004,العلوم والرياضيات,Not found,348 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/7/4/2/17427001c07069644b009764b956c96e3a6e153a_9783540229889.jpg",انجليزي,
Generalized Polygons,Not found,"Van Maldeghem, Hendrik",غلاف ورقي,2012,العلوم والرياضيات,Not found,520 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/9/b/6/8/9b688ef61b8f1c9219ed6b11097121c07694d31d_9783034802703.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,العلوم والرياضيات,Not found,Not found,Not found,Not found,انجليزي,
An Introduction to Quantum Stochastic Calculus,Not found,"Parthasarathy, K.R.",غلاف ورقي,2012,العلوم والرياضيات,Not found,304 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/0/1/f/401f2e22745ce467f08b152b52788366b3cac475_9783034805650.jpg",انجليزي,
Numerical Solution of the Incompressible Navier-Stokes Equations,Not found,"Quartapelle, L.",غلاف ورقي,2012,العلوم والرياضيات,Not found,308 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/8/6/8/b86811b6222d21f3c1bed3b9b93187896cf3618b_9783034896894.jpg",انجليزي,
Numerical Methods for Nonlinear Partial Differential Equations,Springer,"Bartels, Sören",غلاف ورقي,2016,العلوم والرياضيات,Not found,404 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/b/3/0/4b30cde83a37a10beadcb471be93809e9482d0f9_9783319356808.jpg",انجليزي,
Topological Vector Spaces and Their Applications,Springer,"Bogachev, V.I.",غلاف ورقي,2019,العلوم والرياضيات,Not found,468 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/3/4/2/13427586753aaa0dacf15df1058a1f9f6c9a9690_9783319860800.jpg",انجليزي,
An Introduction to Sobolev Spaces and Interpolation Spaces,Springer,"Tartar, Luc",غلاف ورقي,2007,العلوم والرياضيات,Not found,248 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/4/c/7/b4c7e4df0ae3a86c0a1f9971c43c03d92fb6e169_9783540714828.jpg",انجليزي,
Combinatorial Algebraic Topology,Springer,"Kozlov, Dimitry",غلاف ورقي,2008,العلوم والرياضيات,Not found,412 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/a/c/e/7ace6fb6ddea9c37db63278204fd4d8a77b52df6_9783540730514.jpg",انجليزي,
Inverse Acoustic and Electromagnetic Scattering Theory,Springer,"Colton, David",غلاف ورقي,2020,العلوم والرياضيات,Not found,538 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/6/1/4/5/614504e566acc65a12e7e7c6cde7fd18286e667f_9783030303532.jpg",انجليزي,
Mathematical Modelling of Physical Systems,Springer,"Cessenat, Michel",غلاف ورقي,2019,العلوم والرياضيات,Not found,524 Pages,475,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/a/2/b/ea2b16a0cd4fe9b53de1b9586b1abfe32e207e0e_9783030069124.jpg",انجليزي,
Semirings and their Applications,Springer,"Golan, Jonathan S.",غلاف ورقي,2010,العلوم والرياضيات,Not found,396 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/b/8/7/fb873e1e415f70967662a47b129a9cf56756937f_9789048152520.jpg",انجليزي,
Graph Energy,Springer,"Li, Xueliang",غلاف ورقي,2014,العلوم والرياضيات,Not found,280 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/d/c/7/a/dc7af9b2703a5df40d5f28f7eafbb45696df7fa0_9781489991089.jpg",انجليزي,
Applications of q-Calculus in Operator Theory,Springer,"Aral, Ali",غلاف ورقي,2015,العلوم والرياضيات,Not found,276 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/5/0/c/2/50c2a87e6a526bcd564ebf55a77cb4de13af8ed7_9781489996251.jpg",انجليزي,
Mathematical Biology II : Spatial Models and Biomedical Applications,Springer,"Murray, James D.",غلاف ورقي,2014,العلوم والرياضيات,Not found,844 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/a/8/a/4a8ac21d2ca0b4196c7b08c5740b43c668fe93fb_9781475778700.jpg",انجليزي,
Regression Modeling Strategies : With Applications to Linear Models,Springer,"Harrell, Frank E.",غلاف ورقي,2010,العلوم والرياضيات,Not found,600 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/7/3/6/17365f30556b7632a22030365f3c912bd2f74c10_9781441929181.jpg",انجليزي,
Introduction to Piecewise-Linear Topology,Springer,"Rourke, Colin",غلاف ورقي,1982,العلوم والرياضيات,Not found,136 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/3/6/c/b36c22ff224a7de8fba66aca5fb7c9868d4f4f8f_9783540111023.jpg",انجليزي,
Introduction to Multiple Time Series Analysis,Springer,"Lütkepohl, Helmut",غلاف ورقي,1993,العلوم والرياضيات,Not found,568 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/6/8/b/b68b7b0b88c1dfd959dc303dd9c2488555f62691_9783540569404.jpg",انجليزي,
Random Measures,Springer,"Kallenberg, Olav",غلاف ورقي,2018,العلوم والرياضيات,Not found,710 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/a/2/e/a/a2eae4db99f75664c7a309de2031f7de5ebebe80_9783319823928.jpg",انجليزي,
Inverse Problems for Partial Differential Equations,Springer,"Isakov, Victor",غلاف ورقي,2018,العلوم والرياضيات,Not found,424 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/2/2/7/3/2273931ca16f57c6a4936156ba75fe8591381ae9_9783319847108.jpg",انجليزي,
Analytic Semigroups and Optimal Regularity in Parabolic Problems,Not found,"Lunardi, Alessandra",غلاف ورقي,2012,العلوم والرياضيات,Not found,444 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/4/4/a/144a01795bf80e8d2d1c107317e31857964caa6c_9783034805568.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,العلوم والرياضيات,Not found,Not found,Not found,Not found,انجليزي,
Homological Algebra,Springer,"Gelfand, S. I.",غلاف ورقي,1999,العلوم والرياضيات,Not found,236 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/6/b/4/f/6b4fab6eb9e8faa1f4a7c3d024c5505e551d4dae_9783540653783.jpg",انجليزي,
Finite Dimensional Algebras,Springer,"Dlab, V.",غلاف ورقي,2011,العلوم والرياضيات,Not found,270 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/f/9/4/4f94ac675427e5f8e8e89b41c50caf6814d831c9_9783642762468.jpg",انجليزي,
Sums of Independent Random Variables,Springer,"Brown, A.A.",غلاف ورقي,2011,العلوم والرياضيات,Not found,364 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/5/e/4/1/5e415cd00eff66e469f07b21f54561a267a6f193_9783642658112.jpg",انجليزي,
Group Theory and Quantum Mechanics,Springer,"Waerden, Bartel L. Van Der",غلاف ورقي,2011,العلوم والرياضيات,Not found,224 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/9/b/1/0/9b10d53602b2e70202c05fb64917043b6abb78d9_9783642658624.jpg",انجليزي,
Petri Nets : An Introduction,Springer,"Reisig, Wolfgang",غلاف ورقي,2011,العلوم والرياضيات,Not found,180 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/6/0/0/9/6009582c3335aac8bd65fc7286b51af17c37be8d_9783642699702.jpg",انجليزي,
Constructive Approximation,Springer,"DeVore, Ronald A.",غلاف ورقي,2010,العلوم والرياضيات,Not found,464 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/5/3/e/3/53e3e624fc479a01dfb07ef11b0097fd7c02d4cb_9783642080753.jpg",انجليزي,
Partial Differential Relations,Springer,"Gromov, Misha",غلاف ورقي,2010,العلوم والرياضيات,Not found,380 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/b/3/7/fb37365f831732dd683761916ee093e00abd0546_9783642057205.jpg",انجليزي,
Mathematics and War,Not found,"Booß-Bavnbek, Bernhelm",غلاف ورقي,2003,العلوم والرياضيات,Not found,428 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/9/d/b/b9db5a289cf03b229d2218dc1ed14169a9dfcdaa_9783764316341.jpg",انجليزي,
Gradient Flows,Springer,"Ambrosio, Luigi",غلاف ورقي,2008,العلوم والرياضيات,Not found,348 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/3/a/8/0/3a80aa42e30740ae5d0d4f4156553d42800976d2_9783764387211.jpg",انجليزي,
Solving Nonlinear Partial Differential Equations with Maple and Mathematica,Springer,"Shingareva, Inna",غلاف ورقي,2014,العلوم والرياضيات,Not found,372 Pages,518,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/3/6/9/736999ce6ab4a23def27937e15142973c7325b57_9783709117217.jpg",انجليزي,
Probability Theory and Applications,Springer,"Galambos, Janos",غلاف ورقي,2012,العلوم والرياضيات,Not found,372 Pages,557,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/a/6/1/5/a615a5be42ff6a5aa03b79e65cd2c844c5ac025b_9789401052528.jpg",انجليزي,
Analysis of Neural Networks,Springer,"Heiden, U. an der",غلاف ورقي,1980,العلوم والرياضيات,Not found,180 Pages,557,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/a/3/6/0a368fa130c9bcd708104326585d229d209db4a8_9783540099666.jpg",انجليزي,
Geometry and its Applications,Springer,"Rovenski, Vladimir",غلاف ورقي,2016,العلوم والرياضيات,Not found,256 Pages,557,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/5/d/d/e/5dde66bdf8611f046de879b47ab5fb4079794b58_9783319349077.jpg",انجليزي,
Foundations of Optimization,Springer,"Bazaraa, M. S.",غلاف ورقي,1976,العلوم والرياضيات,Not found,208 Pages,600,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/c/5/2/1c52fe158e240e25ab89bd275cf434e06557346f_9783540076803.jpg",انجليزي,
Nonlinear semigroups and differential equations in Banach spaces,Springer,"Barbu, Viorel",غلاف ورقي,1976,العلوم والرياضيات,Not found,356 Pages,604,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/9/b/d/b9bde5a537473945c09fdb8d7692b6af6111759f_9789028602052.jpg",انجليزي,
Quadpack: A Subroutine Package for Automatic Integration,Springer,"Piessens, R.",غلاف ورقي,1983,العلوم والرياضيات,Not found,316 Pages,604,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/c/2/6/1c26754299428850e56819434ccf0c38531e5da7_9783540125532.jpg",انجليزي,
Fixed Point Theory in Metric Type Spaces,Springer,"Agarwal, Ravi P.",غلاف ورقي,2018,العلوم والرياضيات,Not found,404 Pages,604,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/2/5/0/d/250dc9301aba0e31481518f087f157fbc82c434b_9783319795768.jpg",انجليزي,
High Dimensional Probability,Not found,"Eberlein, Ernst",غلاف ورقي,2012,العلوم والرياضيات,Not found,348 Pages,604,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/8/9/4/e/894e61aa1772b156209d39e909c9db07830b9a83_9783034897907.jpg",انجليزي,
Multi-Grid Methods and Applications,Springer,"Hackbusch, Wolfgang",غلاف ورقي,2010,العلوم والرياضيات,Not found,392 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/d/8/e/9/d8e9ca6657df6b071cfa267f3cd9c4ab377f605f_9783642057229.jpg",انجليزي,
Self-Dual Codes and Invariant Theory,Springer,"Nebe, Gabriele",غلاف ورقي,2010,العلوم والرياضيات,Not found,460 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/1/4/4/e144ad6425ffdb76ae0fc68e9ece2272664ed65b_9783642068010.jpg",انجليزي,
Singular Integral Operators,Springer,"Böttcher, A.",غلاف ورقي,2013,العلوم والرياضيات,Not found,532 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/e/e/3/0ee35702e8a198ee705c013e8840d5ee570982aa_9783642648922.jpg",انجليزي,
Handbook of Elliptic Integrals for Engineers and Scientists,Springer,"Byrd, Paul F.",غلاف ورقي,2013,العلوم والرياضيات,Not found,380 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/e/b/e/1ebe52d25d3eda77060054eb68c4a48473c6e621_9783642651403.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,العلوم والرياضيات,Not found,Not found,Not found,Not found,انجليزي,
From Number Theory to Physics,Springer,"Waldschmidt, Michel",غلاف ورقي,2010,العلوم والرياضيات,Not found,708 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/3/a/7/1/3a71911b43127020e49cd2baccdd21a3a46fe8c0_9783642080975.jpg",انجليزي,
Topology for Physicists,Springer,"Schwarz, Albert S.",غلاف ورقي,2010,العلوم والرياضيات,Not found,312 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/6/2/d/9/62d9fd4a6f5a9b6f9865261f8ca83505c128b2f9_9783642081316.jpg",انجليزي,
Variational Analysis,Springer,"Rockafellar, R. Tyrrell",غلاف ورقي,2010,العلوم والرياضيات,Not found,750 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/3/1/6/c/316c58635bb6d5e14aa13e9ac07eeb0069c065e5_9783642083044.jpg",انجليزي,
Profinite Groups,Springer,"Ribes, Luis",غلاف ورقي,2012,العلوم والرياضيات,Not found,482 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/c/5/3/0c53cb941f84b238428e378d75d2abae2d0563de_9783642262654.jpg",انجليزي,
Introduction to the Theory of Nonlinear Optimization,Springer,"Jahn, Johannes",غلاف ورقي,2014,العلوم والرياضيات,Not found,304 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/f/d/c/7fdcf30c546e927e128664bbe9efe44551fa10bd_9783642426575.jpg",انجليزي,
Foundations of the Mathematical Theory of Electromagnetic Waves,Springer,"Müller, Carl",غلاف ورقي,2014,العلوم والرياضيات,Not found,368 Pages,604,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/6/8/d/b68de1d6ce4786ec90e7b789254754821cb145c0_9783662117750.jpg",انجليزي,
Mathematics of Ramsey Theory,Springer,"Nesetril, Jaroslav",غلاف ورقي,2012,العلوم والرياضيات,Not found,294 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/6/e/0/4/6e04a9b2a89358a8765b35229c08ab4424781f65_9783642729072.jpg",انجليزي,
Electromagnetic Applications,Springer,"Brebbia, Carlos A.",غلاف ورقي,2011,العلوم والرياضيات,Not found,252 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/c/a/6/bca63b536385321f358e03e4f7bc68fe4d16965e_9783642836824.jpg",انجليزي,
The Book of L,Springer,"Rozenberg, G.",غلاف ورقي,2012,العلوم والرياضيات,Not found,492 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/8/c/e/b8cef5f0250add0f3c6ac9d0e75a46f204880e32_9783642954887.jpg",انجليزي,
Analytic Inequalities,Springer,"Mitrinovic, Dragoslav S.",غلاف ورقي,2012,العلوم والرياضيات,Not found,420 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/d/6/5/8/d6586303349e1e2367a9e386188a553b055f6024_9783642999727.jpg",انجليزي,
Phase Transition Dynamics,Springer,"Ma, Tian",غلاف ورقي,2016,العلوم والرياضيات,Not found,580 Pages,604,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/2/5/a/8/25a8bc858f3a5988944e089a892d19bb129dccf3_9781493944125.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,العلوم والرياضيات,Not found,Not found,Not found,Not found,انجليزي,
