title,brand,author,cover,publication_date,category,reviews,num_pages,price,img_url,Language,url
How to Stop Worrying and Start Living,سيمون وشوستر,‎Dale Carnegie‎,Paperback,2004,تطوير الذات,Not found,‎298‎ Pages‎,95,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/491945.jpg",انجليزي,
What Color is Your Parachute 2018 - A Practical Manual for Job-Hunters and Career-Changers,منزل عشوائي,‎Richard Bolles‎,Paperback,2017,تطوير الذات,Not found,‎356‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/492095.jpg",انجليزي,
The Four Tendencies,Random House (US),‎Gretchen Rubin‎,Paperback,2017,تطوير الذات,Not found,‎272‎ Pages‎,30,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/492096.jpg",انجليزي,
How to Own Your Own Mind (Mental Dynamite),البطريق,‎Napoleon Hill‎,Paperback,2017,تطوير الذات,Not found,‎288‎ Pages‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/492116.jpg",انجليزي,
Master Your Time,البطريق,‎Brian Tracy‎,Paperback,2017,تطوير الذات,Not found,‎صفحة240‎,55,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/492117.jpg",انجليزي,
Your Daily Dose of Peacefulness,Local Market (English Books),‎Malak Ibrahim Nofal‎,Paperback,2017,تطوير الذات,Not found,Not found,46,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/492270.jpg",انجليزي,
Highlighted in Yellow - A Short Course in Living Wisely and Choosing Well,هاربر كولينز,‎H. Jackson Brown‎,Paperback,2001,تطوير الذات,Not found,‎244‎ Pages‎,61,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488241.jpg",انجليزي,
Tschapeller and Krogenus: The Decision Book - Fifty Models for Strategic Thinking,Profile Books,‎Mikael Krogerus‎,Hardcover,2017,تطوير الذات,Not found,‎176‎ Pages‎,85,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/488822.jpg",انجليزي,
How Can I Become A Dafor,Local Market (English Books),‎Mohammed Al Hussein‎,Paperback,2017,تطوير الذات,Not found,Not found,50,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/8/489074.jpg",انجليزي,
When to Jump - If the Job You Have Isn't The Life You Want,هوددر وستونتون,‎Mike Lewis‎,Paperback,2017,تطوير الذات,Not found,‎336‎ Pages‎,45,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496904.jpg",انجليزي,
Simple Acts of Kindness - 500+ Ways to Make a Difference,Simon & Schuster (USA),Not found,Hardcover,2017,تطوير الذات,Not found,‎صفحة208‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496933.jpg",انجليزي,
The 5 Second Rule - The Surprisingly Simple Way to Live,سيمون وشوستر,‎Mel Robbins‎,Hardcover,2017,تطوير الذات,Not found,‎144‎ Pages‎,129,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/a/8/7/2a87162c5db0408358050e6527d34d27d6041a47_496934.jpg",انجليزي,
Get Better - 15 Proven Practices to Build Effective Relationships at Work,Simon & Schuster (UK),‎Todd Davis‎,Paperback,2017,تطوير الذات,Not found,‎256‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496938.jpg",انجليزي,
Winners,Random House (UK),‎Alastair Campbell‎,Paperback,2017,تطوير الذات,Not found,‎464‎ Pages‎,25,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496927.jpg",انجليزي,
Tribe of Mentors - Short Life Advice from the Best in the World,كتب وارنر,‎Timothy Ferriss‎,Hardcover,2017,تطوير الذات,Not found,‎598‎ Pages‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496941.jpg",انجليزي,
The Answer,أوريون,‎Barbara Pease‎,Paperback,2017,تطوير الذات,Not found,‎304‎ Pages‎,55,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/497144.jpg",انجليزي,
How to Deliver a TED Talk - Secrets of the World's Most Inspiring Presentations (Business Books),ماكجرو هيل,‎Jeremy Donovan‎,Paperback,2013,تطوير الذات,Not found,‎230‎ Pages‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/494969.jpg",انجليزي,
Mind Gym - An Athlete's Guide to Inner Excellence,ماكجرو هيل,‎Gary Mack‎,Paperback,2002,تطوير الذات,Not found,‎صفحة240‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495151.jpg",انجليزي,
Personality at Work (Business Books),ماكجرو هيل,‎Ron Warren‎,Hardcover,2017,تطوير الذات,Not found,‎304‎ Pages‎,99,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495152.jpg",انجليزي,
Powerful Conversations (McGraw-Hill Business Classics),ماكجرو هيل,‎Phil Harkins‎,Paperback,2017,تطوير الذات,Not found,‎صفحة 192‎,69,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495159.jpg",انجليزي,
Top of Mind,ماكجرو هيل,‎John Hall‎,Hardcover,2017,تطوير الذات,Not found,‎صفحة208‎,99,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495169.jpg",انجليزي,
The Rules of People,Pearson Education Limited,‎Richard Templar‎,Paperback,2017,تطوير الذات,Not found,‎228‎ Pages‎,95,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495322.jpg",انجليزي,
My Pocket Meditations,Simon & Schuster (USA),‎Meera Lester‎,Paperback,2017,تطوير الذات,Not found,‎176‎ Pages‎,35,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495755.jpg",انجليزي,
My Pocket Guru,Simon & Schuster (USA),‎Staffs of Adams Media‎,Paperback,2016,تطوير الذات,Not found,‎176‎ Pages‎,39,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/495756.jpg",انجليزي,
Essential Living,الاتصالات الصحية,‎Shelley Uram‎,Paperback,2017,تطوير الذات,Not found,‎288‎ Pages‎,25,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496147.jpg",انجليزي,
Stuff Your Face or Face Your Stuff,الاتصالات الصحية,‎Dorothy Breininger‎,Paperback,2013,تطوير الذات,Not found,‎276‎ Pages‎,25,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496148.jpg",انجليزي,
Connecting with Coincidence,الاتصالات الصحية,‎Bernard Beitman‎,Paperback,2016,تطوير الذات,Not found,‎312‎ Pages‎,25,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/496149.jpg",انجليزي,
Modern Shepherd,Local Market (English Books),‎Albaraa Taibah‎,Hardcover,2018,تطوير الذات,Not found,Not found,85,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/503199.jpg",انجليزي,
The A to Z of Careers and Jobs,KOGANS PAGE.,‎Staffs of Kogans Page‎,Paperback,2017,تطوير الذات,Not found,‎368‎ Pages‎,45,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499328.jpg",انجليزي,
Firestarters - How Innovators,البطريق,‎Raoul Davis Jr.‎,Trade Paperback,2018,تطوير الذات,Not found,‎288‎ Pages‎,55,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499348.jpg",انجليزي,
TED Talks: The Official TED Guide to Public Speaking,Nicholas Brealey,‎Chris Anderson‎,Paperback,2018,تطوير الذات,Not found,‎224‎ Pages‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499349.jpg",انجليزي,
Five Minutes in The Morning - A Focus Journal,كتب الأخطبوط,‎Aster‎,Paperback,2018,تطوير الذات,1,‎160‎ صفحة‎,65,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499351.jpg",انجليزي,
The Self-Care Revolution - Smart Habits & Simple Practices to Allow You to Flourish,كتب الأخطبوط,‎Suzy Reading‎,Paperback,2018,تطوير الذات,Not found,‎224‎ Pages‎,40,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499352.jpg",انجليزي,
Meditation for Fidgety Skeptics - A 10% Happier How-To Book,Random House (US),‎Dan Harris‎,Paperback,2017,تطوير الذات,Not found,‎304‎ Pages‎,48,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499368.jpg",انجليزي,
The Little Book of Lykke,هاربر كولينز,‎Meik Wiking‎,Hardcover,2017,تطوير الذات,Not found,‎288‎ Pages‎,29,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499302.jpg",انجليزي,
Emotional Success - The Power of Gratitude,كتب وارنر,‎David DeSteno‎,Hardcover,2018,تطوير الذات,Not found,‎صفحة240‎,59,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499400.jpg",انجليزي,
How to Stop Feeling Like Shit - 14 Habits That Are Holding You Back From Happiness,كتب وارنر,‎Andrea Owen‎,Paperback,2018,تطوير الذات,Not found,‎176‎ Pages‎,75,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499424.jpg",انجليزي,
The Leader's Guide to Lateral Thinking Skills,KOGANS PAGE.,‎Paul Sloane‎,Paperback,2017,تطوير الذات,Not found,‎صفحة208‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/499333.jpg",انجليزي,
Positive Thinking,جون وايلي,‎Gill Hasson‎,Paperback,2016,تطوير الذات,Not found,‎صفحة208‎,79,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501496.jpg",انجليزي,
The Art of War,جون وايلي,‎Sun Tzu‎,Hardcover,2010,تطوير الذات,Not found,‎224‎ Pages‎,75,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501497.jpg",انجليزي,
Emotional Intelligence - Managing Emotions to Make a Positive Impact on Your Life and Career,جون وايلي,‎Gill Hasson‎,Paperback,2014,تطوير الذات,Not found,‎صفحة208‎,89,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501498.jpg",انجليزي,
Think and Grow Rich: The Original Classic,جون وايلي,‎Napoleon Hill‎,Hardcover,2010,تطوير الذات,Not found,‎388‎ Pages‎,75,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501500.jpg",انجليزي,
The Art of Being Brilliant - Transform Your Life by Doing What Works for You,جون وايلي,‎Andy Cope‎,Paperback,2012,تطوير الذات,Not found,‎216‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501501.jpg",انجليزي,
Instant Memory Training for Success - Practical Techniques for a Sharper Mind,جون وايلي,‎Chester Santos‎,Paperback,2016,تطوير الذات,Not found,‎168‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501503.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,تطوير الذات,Not found,Not found,Not found,Not found,انجليزي,
Personal Best,جون وايلي,‎Marc Woods‎,Paperback,1982,تطوير الذات,Not found,‎308‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501523.jpg",انجليزي,
Resilience - How to Cope when Everything Around You Keeps Changing,جون وايلي,‎Liggy Webb‎,Paperback,2013,تطوير الذات,Not found,‎198‎ Pages‎,49,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/501547.jpg",انجليزي,
Balanced Leadership for Powerful Learning - Tools for Achieving Success in Your School,Viva Books,‎Bryan Goodwin‎,Paperback,2017,تطوير الذات,Not found,‎صفحة 124‎,15,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/503022.jpg",انجليزي,
Happiness: Now and Forever,Viva Books,‎Just Win Singh‎,Paperback,2017,تطوير الذات,Not found,‎160‎ صفحة‎,15,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/503024.jpg",انجليزي,
The Exegesis of Al Mu Awidhatayn Surat al Falaq and Surat An-Nas,New Vision,‎Ibn Al‎-‎Qayyim Al-Jawzeyyah‎,Paperback,2003,دراسات اسلامية,1,‎119‎ Pages‎,19,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/0/508204.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,دراسات اسلامية,Not found,Not found,Not found,Not found,انجليزي,
Maluwalhating Quran,دار الولايات المتحدة,‎Abdullatif Eduardo Arceo‎,Hardcover,2012,دراسات اسلامية,1,‎939‎ Pages‎,60,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/3/334695.jpg",انجليزي,
The True Secret,الإسلامية الدولية,‎Amira Ayad‎,Hardcover,2011,دراسات اسلامية,1,‎303‎ Pages‎,45,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/8/385067.jpg",انجليزي,
Dictionary of The Glorious Quran - A Corpus-based Compilation & Translation,Local Market (English Books),‎Abdelhamid Elewa‎,Hardcover,2017,دراسات اسلامية,Not found,‎636‎ Pages‎,72,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/476360.jpg",انجليزي,
Master The Miracles of The Quran in 10 Days,Shieldcrest Publishing,‎Suhaib Sirajudin‎,Paperback,2015,دراسات اسلامية,Not found,‎196‎ Pages‎,40,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/473234.jpg",انجليزي,
